x	Average_LossRate	All_Max_LossRate	All_Min_LossRate	InitialStateU_Lizzie	InitialStateM_Lizzie	Lizzie_Conservative_LossRate	InitialStateU_Schmitz	InitialStateM_Schmitz	Schmitz_LossRate	Schmitz_Max_LossRate	Schmitz_Min_LossRate	InitialStateU_Becker	InitialStateM_Becker	Becker_LossRate	Becker_Max_LossRate	Becker_Min_LossRate	Line79_LossRate
212	5.57328874702336e-05	0.000136798905608755	0	502	41	0	540	43	8.5499316005472e-05	0.000136798905608755	4.55996352029184e-05	177	15	8.16993464052288e-05	0.000130718954248366	0	0.000130718954248366
213	6.24169575608912e-05	0.000163398692810458	0	486	43	6.83994528043776e-05	551	29	4.22582826233942e-05	6.76132521974307e-05	0	203	24	7.6593137254902e-05	0.000163398692810458	0	4.08496732026144e-05
214	3.73482726423903e-05	0.000140056022408964	0	474	27	0	518	35	7.703081232493e-05	0.000140056022408964	2.80112044817927e-05	192	21	3.50140056022409e-05	0.000140056022408964	0	0
215	0.000123167954050307	0.000245098039215686	4.45632798573975e-05	520	32	9.19117647058824e-05	543	22	0.000144830659536542	0.000222816399286988	4.45632798573975e-05	193	12	0.000132761437908497	0.000245098039215686	8.16993464052288e-05	0
216	0.000111674685306221	0.000183823529411765	0	556	36	0.000163398692810458	596	27	0.000118010167029775	0.000145243282498184	0.000108932461873638	203	16	5.36151960784314e-05	0.000183823529411765	0	0
217	7.73078591706043e-05	0.000217864923747277	0	505	28	0.000105042016806723	551	44	7.24153297682709e-05	0.000111408199643494	4.45632798573975e-05	189	18	5.44662309368192e-05	0.000217864923747277	0	0.000108932461873638
218	8.95174656784564e-05	0.000154798761609907	0	498	22	0.000133689839572193	530	33	4.45632798573975e-05	8.9126559714795e-05	0	199	19	9.02992776057791e-05	0.000154798761609907	5.15995872033024e-05	0.000154798761609907
219	5.25759323337178e-05	0.000173010380622837	0	543	20	0	598	25	7.84313725490196e-05	0.000117647058823529	3.92156862745098e-05	212	17	7.92964244521338e-05	0.000173010380622837	0	0
220	4.96480643539467e-05	0.000163398692810458	0	504	36	0	563	39	7.54147812971342e-05	0.000100553041729512	5.02765208647562e-05	206	30	7.35294117647059e-05	0.000163398692810458	0	9.80392156862745e-05
221	4.17377095765843e-05	0.000127877237851662	0	475	25	0	532	32	6.12745098039216e-05	9.19117647058824e-05	3.06372549019608e-05	190	23	6.39386189258312e-05	0.000127877237851662	0	0.000127877237851662
222	2.9708853238265e-05	0.00017825311942959	0	514	30	0	592	22	5.57040998217469e-05	0.000133689839572193	0	209	11	3.34224598930481e-05	0.00017825311942959	0	8.9126559714795e-05
223	8.38298681541582e-05	0.000135226504394861	0	509	30	9.80392156862745e-05	530	29	8.45165652467884e-05	0.000135226504394861	6.76132521974307e-05	204	16	6.89338235294118e-05	0.000122549019607843	0	6.12745098039216e-05
224	0.000113015048676813	0.000226244343891403	0	499	26	0.000226244343891403	547	22	6.68449197860963e-05	8.9126559714795e-05	4.45632798573975e-05	214	16	4.59558823529412e-05	0.000122549019607843	0	6.12745098039216e-05
225	4.2160726903374e-05	0.000122549019607843	0	507	32	0	528	37	7.28669846316905e-05	0.000105988341282459	2.64970853206147e-05	207	16	5.36151960784314e-05	0.000122549019607843	0	0.000122549019607843
226	4.95147553971083e-05	8.9126559714795e-05	0	483	33	0	505	24	8.16993464052288e-05	8.16993464052288e-05	8.16993464052288e-05	179	11	6.68449197860963e-05	8.9126559714795e-05	0	8.9126559714795e-05
227	3.13937303316388e-05	8.16993464052288e-05	0	519	23	0	577	27	6.35439360929557e-05	7.26216412490922e-05	3.63108206245461e-05	183	12	3.06372549019608e-05	8.16993464052288e-05	0	0
228	7.91168958004658e-05	0.000217864923747277	0	519	43	0	570	29	0.000135226504394861	0.000202839756592292	6.76132521974307e-05	214	18	0.000102124183006536	0.000217864923747277	0	0.000163398692810458
229	0.000137312234835455	0.000392156862745098	0	531	38	0.000232198142414861	562	30	0.000106209150326797	0.000163398692810458	3.26797385620915e-05	199	10	7.35294117647059e-05	0.000392156862745098	0	9.80392156862745e-05
230	4.65686274509804e-05	0.000294117647058824	0	525	25	0	547	25	2.94117647058824e-05	3.92156862745098e-05	0	207	10	0.000110294117647059	0.000294117647058824	0	0.000196078431372549
231	3.62518744871686e-05	0.000186741363211951	0	513	32	0	577	22	4.45632798573975e-05	8.9126559714795e-05	0	228	21	6.41923436041083e-05	0.000186741363211951	0	4.66853408029879e-05
232	0.000107570806100218	0.000245098039215686	0	470	24	0.000245098039215686	553	15	1.63398692810458e-05	6.5359477124183e-05	0	197	8	6.12745098039216e-05	0.000122549019607843	0	0.000122549019607843
233	4.11333514887436e-05	0.000245098039215686	0	444	20	0	495	18	5.44662309368192e-05	0.000108932461873638	0	170	16	6.89338235294118e-05	0.000245098039215686	0	6.12745098039216e-05
234	2.59952465834819e-05	8.9126559714795e-05	0	538	25	0	601	22	7.79857397504456e-05	8.9126559714795e-05	4.45632798573975e-05	226	8	0	0	0	0.000122549019607843
235	8.24630576868429e-05	0.000196078431372549	0	523	25	0.000117647058823529	533	23	7.45950554134697e-05	0.000127877237851662	0	172	20	5.51470588235294e-05	0.000196078431372549	0	0
236	7.00280112044818e-05	0.000122549019607843	0	476	32	9.19117647058824e-05	510	24	7.14869281045752e-05	0.000122549019607843	0	202	21	4.66853408029879e-05	9.33706816059757e-05	0	0.000140056022408964
237	2.58365454443886e-05	0.000163398692810458	0	505	21	0	575	18	6.8082788671024e-05	0.000163398692810458	0	211	13	9.42684766214178e-06	7.54147812971342e-05	0	0
238	3.06372549019608e-05	0.000210084033613445	0	474	17	0	515	21	3.50140056022409e-05	9.33706816059757e-05	0	194	28	5.68977591036415e-05	0.000210084033613445	0	0.000105042016806723
239	4.51496388028896e-05	0.000206398348813209	0	468	36	0	529	19	5.15995872033024e-05	0.000154798761609907	0	197	19	8.38493292053664e-05	0.000206398348813209	0	0
240	3.72023809523809e-05	0.000122549019607843	0	491	22	0	575	16	7.6593137254902e-05	0.000122549019607843	0	232	14	3.50140056022409e-05	7.00280112044818e-05	0	7.00280112044818e-05
241	9.95305529619255e-05	0.000217864923747277	0	495	18	0.000163398692810458	501	9	0.000108932461873638	0.000217864923747277	0	197	14	2.62605042016807e-05	7.00280112044818e-05	0	0.000140056022408964
242	4.25696594427245e-05	0.000206398348813209	0	479	28	0	524	19	0.000103199174406605	0.000206398348813209	5.15995872033024e-05	209	10	2.45098039215686e-05	9.80392156862745e-05	0	9.80392156862745e-05
243	6.15987135594979e-05	0.000280112044817927	0	501	27	0	541	36	8.85076252723312e-05	0.000108932461873638	2.72331154684096e-05	189	14	9.62885154061625e-05	0.000280112044817927	0	0.000140056022408964
244	4.11247551770428e-05	0.00017825311942959	0	445	28	0	505	27	4.53885257806826e-05	7.26216412490922e-05	0	184	11	7.79857397504456e-05	0.00017825311942959	0	0.000267379679144385
245	3.32712270428533e-05	0.000115340253748558	0	464	26	0	531	26	5.65610859728507e-05	0.000113122171945701	0	190	17	4.32525951557093e-05	0.000115340253748558	0	0.000115340253748558
246	5.30284577599156e-05	0.000210084033613445	0	491	22	0	489	23	0.000106564364876385	0.000170502983802217	4.26257459505541e-05	197	14	5.25210084033613e-05	0.000210084033613445	0	7.00280112044818e-05
247	2.21755368814192e-05	9.80392156862745e-05	0	440	18	0	503	14	1.75070028011204e-05	7.00280112044818e-05	0	176	10	4.90196078431373e-05	9.80392156862745e-05	0	0
248	2.65348304563991e-05	0.000150829562594268	0	446	21	0	516	26	6.59879336349925e-05	0.000150829562594268	0	200	9	1.36165577342048e-05	0.000108932461873638	0	0
249	7.77000777000777e-05	0.000377073906485671	0	476	22	0	548	13	0.000188536953242836	0.000377073906485671	0	190	11	4.45632798573975e-05	0.00017825311942959	0	0.00035650623885918
250	2.32862871396546e-05	0.000108932461873638	0	438	20	0	482	23	4.26257459505541e-05	8.52514919011083e-05	0	188	9	2.72331154684096e-05	0.000108932461873638	0	0
251	2.13974478680361e-05	6.5359477124183e-05	0	496	28	0	480	21	2.33426704014939e-05	4.66853408029879e-05	0	204	15	4.08496732026144e-05	6.5359477124183e-05	0	0.000130718954248366
252	9.23623125720877e-05	0.000245098039215686	0	494	19	0	619	17	0.000100922722029988	0.000173010380622837	0	206	16	0.000176164215686275	0.000245098039215686	0.000122549019607843	0.000122549019607843
253	1.94522253345783e-05	9.33706816059757e-05	0	447	23	0	512	21	5.83566760037348e-05	9.33706816059757e-05	4.66853408029879e-05	181	10	0	0	0	0
254	0.0001504206148169	0.000294117647058824	0	450	20	0.000294117647058824	520	19	9.02992776057791e-05	0.000154798761609907	5.15995872033024e-05	194	11	6.68449197860963e-05	0.00017825311942959	0	0
255	3.48924291938998e-05	0.000140056022408964	0	500	24	0	541	21	8.16993464052288e-05	0.000140056022408964	0	185	16	2.29779411764706e-05	0.000122549019607843	0	0
256	5.44662309368192e-05	0.000108932461873638	0	474	16	0	499	18	0.000108932461873638	0.000108932461873638	0.000108932461873638	193	18	5.44662309368192e-05	0.000108932461873638	0	0
257	5.25210084033613e-05	0.000140056022408964	0	467	33	0	556	28	9.62885154061625e-05	0.000140056022408964	7.00280112044818e-05	216	10	6.12745098039216e-05	9.80392156862745e-05	0	9.80392156862745e-05
258	9.91090880796763e-05	0.000196078431372549	0	512	21	0.000140056022408964	507	24	7.14869281045752e-05	0.000122549019607843	4.08496732026144e-05	203	10	8.57843137254902e-05	0.000196078431372549	0	9.80392156862745e-05
259	7.26805873864697e-05	0.00017825311942959	0	438	21	0.000140056022408964	521	9	0	0	0	206	11	7.79857397504456e-05	0.00017825311942959	0	8.9126559714795e-05
260	6.52023629964806e-05	0.000245098039215686	0	463	17	0	494	26	0.00010369532428356	0.000150829562594268	3.77073906485671e-05	153	12	9.19117647058824e-05	0.000245098039215686	0	0
261	6.23885918003565e-05	0.000392156862745098	0	487	15	0	516	11	8.9126559714795e-05	0.00017825311942959	0	210	5	9.80392156862745e-05	0.000392156862745098	0	0
262	5.52089522677758e-05	0.00017825311942959	0	510	21	0	518	22	0.000100267379679144	0.00017825311942959	0	176	15	6.5359477124183e-05	0.000130718954248366	0	6.5359477124183e-05
263	7.31204162576712e-05	0.000150829562594268	0	454	27	0.000108932461873638	525	13	7.54147812971342e-05	0.000150829562594268	0	187	7	3.50140056022409e-05	0.000140056022408964	0	0.000140056022408964
264	2.72331154684096e-05	0.000163398692810458	0	492	12	0	520	12	8.16993464052288e-05	0.000163398692810458	0	204	9	0	0	0	0
